"","aoi_id","aoi_name","section_id","recording_id","fixation_id","fixation_duration.ms","folder"
"972","fb88b06b-a321-4625-b6ff-a5321ad231d2","hands","c26981ac-b16e-4bc4-9a21-5ab2ffd7d1ce","b6ca3931-cd61-4af4-9eee-e9ee21c69215","131","212","21-mY_csv"
"973","3f7e0edc-4211-4946-b2d1-88196067c7e1","face","706e63a8-ded9-4034-a5d3-5da45869ab52","badefb46-f4fc-44df-bfa7-2e1fc7e4ae3d","40","6148","21-mY_csv"
"974","3f7e0edc-4211-4946-b2d1-88196067c7e1","face","e3ba73ca-ac3f-4dae-b124-3adce442b901","cb62fc54-6be6-4658-817a-9f0491b6e1bd","132","2552","21-mY_csv"
"975","3f7e0edc-4211-4946-b2d1-88196067c7e1","face","f3eb38a0-e48d-482c-8f04-33805d661903","d34232d4-8572-40a7-a844-601d735c40ce","105","4132","21-mY_csv"
"976","3f7e0edc-4211-4946-b2d1-88196067c7e1","face","44e1dbd2-44bb-415d-b3ed-b4fde2f2247b","e4319678-12fa-4106-b1ef-19fb72a96880","65","12212","21-mY_csv"
"977","3f7e0edc-4211-4946-b2d1-88196067c7e1","face","b5f0eaa7-4a8a-4cf2-a9d3-8878cad95975","e9ced595-7be7-4605-85f7-ba04518e0f0b","141","1440","21-mY_csv"
"978","3f7e0edc-4211-4946-b2d1-88196067c7e1","face","b5f0eaa7-4a8a-4cf2-a9d3-8878cad95975","e9ced595-7be7-4605-85f7-ba04518e0f0b","142","1084","21-mY_csv"
"979","3f7e0edc-4211-4946-b2d1-88196067c7e1","face","acfcff5a-4fba-4045-9179-f4e950d47e7e","eb81676a-2955-455d-8436-8d83246dd543","62","1252","21-mY_csv"
"980","3f7e0edc-4211-4946-b2d1-88196067c7e1","face","678d462e-0738-4506-9a40-53651502b237","fc54a15e-da2d-4b02-97e4-7e2d945a18f9","89","2208","21-mY_csv"
"981","3f7e0edc-4211-4946-b2d1-88196067c7e1","face","678d462e-0738-4506-9a40-53651502b237","fc54a15e-da2d-4b02-97e4-7e2d945a18f9","90","1548","21-mY_csv"
"982","f9e5a35c-33f8-45de-8e11-f4c79d6e6141","hands","7730dd9b-1651-4d6e-b6bb-82d3f35764b4","c72918b2-d44b-49a7-8fec-497a537031a9","164","92","22-mN_csv"
"983","f9e5a35c-33f8-45de-8e11-f4c79d6e6141","hands","7730dd9b-1651-4d6e-b6bb-82d3f35764b4","c72918b2-d44b-49a7-8fec-497a537031a9","165","180","22-mN_csv"
"984","f9e5a35c-33f8-45de-8e11-f4c79d6e6141","hands","7730dd9b-1651-4d6e-b6bb-82d3f35764b4","c72918b2-d44b-49a7-8fec-497a537031a9","166","120","22-mN_csv"
"985","f9e5a35c-33f8-45de-8e11-f4c79d6e6141","hands","7730dd9b-1651-4d6e-b6bb-82d3f35764b4","c72918b2-d44b-49a7-8fec-497a537031a9","167","448","22-mN_csv"
