"","section id","recording id","fixation id","start timestamp [ns]","end timestamp [ns]","duration [ms]","fixation status","fixation x [px]","fixation y [px]","gesture_id","gesture_type","gesture_match","folder"
"112","5395abc1-173c-4690-b421-eff51d9adfc6","f9aa1034-d3ff-4dba-843c-a258af650bac",47,1747325341907693824,1747325342215724800,308,"TRUE",1030,702,"03","m","Y","03-mY_csv"
"113","5395abc1-173c-4690-b421-eff51d9adfc6","f9aa1034-d3ff-4dba-843c-a258af650bac",48,1747325342247698944,1747325342595729920,348,"TRUE",1052,795,"03","m","Y","03-mY_csv"
"114","99256aeb-fe63-466e-8fd0-033bcb410c46","edfd72ca-9589-4a04-9486-9a2fcfa47ffe",36,1747324879943916032,1747324882211824384,2268,"TRUE",908,361,"03","m","Y","03-mY_csv"
"115","99256aeb-fe63-466e-8fd0-033bcb410c46","edfd72ca-9589-4a04-9486-9a2fcfa47ffe",37,1747324882243506176,1747324882415505408,172,"TRUE",978,463,"03","m","Y","03-mY_csv"
"116","99256aeb-fe63-466e-8fd0-033bcb410c46","edfd72ca-9589-4a04-9486-9a2fcfa47ffe",38,1747324882443516160,1747324883015727360,572,"TRUE",986,361,"03","m","Y","03-mY_csv"
"117","64e8895c-ebf8-40b0-b019-22b94e1f2045","9f24e973-c285-426a-bb25-b3fa4b54fe87",44,1745508615159151360,1745508616067155456,908,"TRUE",1015,346,"03","m","Y","03-mY_csv"
"118","64e8895c-ebf8-40b0-b019-22b94e1f2045","9f24e973-c285-426a-bb25-b3fa4b54fe87",45,1745508616127126528,1745508616387111424,260,"TRUE",1108,627,"03","m","Y","03-mY_csv"
"119","64e8895c-ebf8-40b0-b019-22b94e1f2045","9f24e973-c285-426a-bb25-b3fa4b54fe87",46,1745508616451165440,1745508616995262464,544,"TRUE",1025,353,"03","m","Y","03-mY_csv"
"120","de1cc291-e9fa-466a-9288-ebcbd2189024","2f0303ee-c900-494b-b4e9-29fd3dacbbbd",16,1744620860686155776,1744620864738483712,4052,"TRUE",1008,375,"03","m","Y","03-mY_csv"
"121","0c89ae72-2f5c-4e34-a91d-f321ab5c4a74","00598c81-108a-4a39-9256-7e431145ca7b",32,1744960987959566080,1744960988963682304,1004,"TRUE",1081,310,"03","m","Y","03-mY_csv"
"122","0c89ae72-2f5c-4e34-a91d-f321ab5c4a74","00598c81-108a-4a39-9256-7e431145ca7b",33,1744960989103556096,1744960989363578368,260,"TRUE",995,324,"03","m","Y","03-mY_csv"
"123","0c89ae72-2f5c-4e34-a91d-f321ab5c4a74","00598c81-108a-4a39-9256-7e431145ca7b",34,1744960989551598080,1744960990455749120,904,"TRUE",981,290,"03","m","Y","03-mY_csv"
"124","69b405cb-4d7b-4e53-85e5-92937204afb5","34b59526-a8ca-4be9-a6a8-b46490bf9c98",25,1745331369171578880,1745331384102180864,14931,"TRUE",971,451,"03","m","Y","03-mY_csv"
"125","a6d86a8a-8faf-4e08-ad35-ee7ca095a58c","7fe66918-fc48-4435-9aa2-fbdd31ecc621",23,1745071653035968000,1745071657858519040,4823,"TRUE",959,422,"03","m","Y","03-mY_csv"
"126","a6d86a8a-8faf-4e08-ad35-ee7ca095a58c","7fe66918-fc48-4435-9aa2-fbdd31ecc621",24,1745071657878566144,1745071659043525120,1165,"TRUE",954,385,"03","m","Y","03-mY_csv"
"127","b04eb910-1785-4ce8-9d37-01f7d12a1e4d","8dbbf9fe-30c5-49ca-918d-902bec90f8ed",29,1745331853493656576,1745331865431342336,11938,"TRUE",981,629,"03","m","Y","03-mY_csv"
"128","32d3ae69-4b2b-4040-9b21-3e61b2728547","8fecd5d3-09af-4f40-95bc-1c76b4adf438",65,1745328643939979520,1745328644440045824,500,"TRUE",976,802,"03","m","Y","03-mY_csv"
"129","32d3ae69-4b2b-4040-9b21-3e61b2728547","8fecd5d3-09af-4f40-95bc-1c76b4adf438",66,1745328644512029696,1745328644928034560,416,"TRUE",966,441,"03","m","Y","03-mY_csv"
"130","32d3ae69-4b2b-4040-9b21-3e61b2728547","8fecd5d3-09af-4f40-95bc-1c76b4adf438",67,1745328645136120576,1745328645384179456,248,"TRUE",969,456,"03","m","Y","03-mY_csv"
